,date,locality,state,location,location_detail,county_x,claims,valence,issues,size_low,size_high,size_mean,size_cat,lat,lon,resolved_locality,resolved_county,resolved_state,fips_code,month_year,county_y,population,size_mean_over_pop
6157,2020-08-15,Stone Mountain,GA,"Stone Mountain, GA",,,against Black Lives Matter demonstration,2.0,policing; racism,75.0,75.0,75.0,1,33.808161,-84.170196,Stone Mountain,DeKalb,GA,13089.0,2020-08-01,DeKalb,764382.0,9.811848002700221e-05
6160,2020-08-15,Goshen,IN,"Goshen, IN","Embassy Coffee, West Lincoln Ave",,"against anti-racism protesters, against mask mandate during coronavirus pandemic",2.0,covid; racism,75.0,100.0,88.0,1,41.582272,-85.834438,Goshen,Elkhart,IN,18039.0,2020-08-01,Elkhart,207047.0,0.0004250242698517728
6164,2020-08-15,Kalamazoo,MI,"Kalamazoo, MI",Arcrobinadia Creek Festival Place,,"for white nationalism, against antifa",2.0,racism,50.0,100.0,75.0,1,42.291707,-85.587229,Kalamazoo,Kalamazoo,MI,26077.0,2020-08-01,Kalamazoo,261670.0,0.0002866205526044254
6167,2020-08-15,Jackson,MS,"Jackson, MS",Mississippi State Capitol,,"against removing Confederate battle emblem from Mississippi state flag, for popular vote on changing state flag",2.0,racism,200.0,200.0,200.0,2,32.298757,-90.18481,Jackson,Hinds,MS,28049.0,2020-08-01,Hinds,227742.0,0.0008781867200604193
6168,2020-08-15,Graham,NC,"Graham, NC",Court Square,,"in support of police, for President Trump, for Christian values, for justice for Cannon Hinnant",2.0,executive; policing; religion,75.0,75.0,75.0,1,36.069026,-79.400576,Graham,Alamance,NC,37001.0,2020-08-01,Alamance,171415.0,0.00043753463815885427
6172,2020-08-15,Bainbridge,NY,"Bainbridge, NY",village green,,"against Black Lives Matter, for President Trump",2.0,executive; policing; racism,24.0,24.0,24.0,1,42.293413,-75.479348,Bainbridge,Chenango,NY,36017.0,2020-08-01,Chenango,47220.0,0.0005082592121982211
6175,2020-08-15,Tillamook,OR,"Tillamook, OR",Hoquarton Park,,"Back the Blue, for President Trump",2.0,executive; policing,120.0,120.0,120.0,2,45.456216,-123.844014,Tillamook,Tillamook,OR,41057.0,2020-08-01,Tillamook,27390.0,0.004381161007667032
6181,2020-08-15,College Station,TX,"College Station, TX","Academic Plaza, Texas A&M University",,against removal of Confederate statue from Texas A&M University campus,2.0,education; racism,36.0,36.0,36.0,1,30.627977,-96.334407,College Station,Brazos,TX,48041.0,2020-08-01,Brazos,233849.0,0.00015394549474233372
6183,2020-08-15,Salt Lake City,UT,"Salt Lake City, UT",City Hall,,"in support of police, for President Trump",2.0,executive; policing,75.0,75.0,75.0,1,40.760779,-111.891047,Salt Lake City,Salt Lake,UT,49035.0,2020-08-01,Salt Lake,1185238.0,6.327843015495622e-05
6184,2020-08-15,Salem,VA,"Salem, VA",South College Ave; Main St,,"against defunding police, against Black Lives Matter, for President Trump, for Republican candidates for state office, against Governor Northam, against tyranny",2.0,executive; policing; racism,80.0,80.0,80.0,1,37.293468,-80.054763,Salem,,VA,51775.0,2020-08-01,"Salem city, Virginia",25346.0,0.003156316578552829
6187,2020-08-16,Melbourne,FL,"Melbourne, FL",Honor America Liberty Bell Museum,,"in support of police, for President Trump",2.0,executive; policing,300.0,300.0,300.0,2,28.083627,-80.608109,Melbourne,Brevard,FL,12009.0,2020-08-01,Brevard,606612.0,0.0004945500583569069
6189,2020-08-16,Macedon,NY,"Macedon, NY",Bullis Park,,"Back the Blue, against defunding police, for patriotism",2.0,policing,3000.0,3000.0,3000.0,3,43.064272,-77.309467,,Wayne,NY,36117.0,2020-08-01,Wayne,91283.0,0.03286482696668602
6190,2020-08-16,Springfield,OR,"Springfield, OR",Springfield Public Library,,"for President Trump, for patriotism, Blue Lives Matter",2.0,executive; policing,60.0,60.0,60.0,1,44.046236,-123.022029,Springfield,Lane,OR,41039.0,2020-08-01,Lane,382971.0,0.00015666982617482786
6194,2020-08-17,Augusta,GA,"Augusta, GA",Confederate Monument,,"against removal of Confederate monument, heritage not hate, against removing history",2.0,racism,24.0,24.0,24.0,1,33.473498,-82.010515,Augusta,Richmond,GA,13245.0,2020-08-01,Richmond,206607.0,0.0001161625695160377
6197,2020-08-17,Red Lodge,MT,"Red Lodge, MT",Lions Park to Broadway Ave,,"to support the Red Lodge Police Department, the Carbon County Sheriff�s Office and the military; for President Trump",2.0,executive; military; policing,872.0,872.0,872.0,2,45.185778,-109.246821,Red Lodge,Carbon,MT,30009.0,2020-08-01,Carbon,10473.0,0.08326172061491455
6199,2020-08-17,Glens Falls,NY,"Glens Falls, NY",City Park,,"against defunding Glens Falls Police Department, for patriotism, against Democrats",2.0,policing,20.0,30.0,25.0,1,43.309516,-73.644006,Glens Falls,Warren,NY,36113.0,2020-08-01,Warren,65737.0,0.00038030332993595694
6209,2020-08-18,Roanoke,VA,"Roanoke, VA",SafeSide Tactical,,"in support of police, for Republican candidates for office",2.0,policing,24.0,24.0,24.0,1,37.27097,-79.941427,Roanoke,,VA,51770.0,2020-08-01,"Roanoke city, Virginia",100011.0,0.0002399736029036806
6212,2020-08-19,Peterborough,NH,"Peterborough, NH",Peterborough Elementary School; Peterborough Police Department,,"in support of police, for patriotism, against identity politics, for Christian values",2.0,policing; religion,75.0,75.0,75.0,1,42.870605,-71.951675,Peterborough,Hillsborough,NH,33011.0,2020-08-01,Hillsborough,422937.0,0.00017733137559494677
6216,2020-08-19,Lancaster,OH,"Lancaster, OH",Main St,,"against anti-racism protesters, for President Trump, in support of police, against state coronavirus mandates, against Mayor Scheffler",2.0,covid; executive; policing; racism,60.0,70.0,65.0,1,39.713675,-82.599329,Lancaster,Fairfield,OH,39045.0,2020-08-01,Fairfield,158921.0,0.0004090082493817683
6221,2020-08-20,Anchorage,AK,"Anchorage, AK",,,"in support of police, against defunding police",2.0,policing,200.0,200.0,200.0,2,61.218056,-149.900278,Anchorage,Anchorage,AK,2020.0,2020-08-01,"Anchorage Municipality, Alaska",291247.0,0.0006867023522989078
6222,2020-08-20,Germantown Hills,IL,"Germantown Hills, IL",,,"in support of police, for patriotism, for President Trump",2.0,executive; policing,200.0,200.0,200.0,2,40.766426,-89.467869,Germantown Hills,Woodford,IL,17203.0,2020-08-01,Woodford,38467.0,0.005199261704837913
6242,2020-08-22,Beverly Hills,CA,"Beverly Hills, CA",Beverly Gardens Park,,"for President Trump, for freedom, for white supremacy, Democrats sell children",2.0,civil rights; executive; racism,200.0,200.0,200.0,2,34.07362,-118.400356,Beverly Hills,Los Angeles,CA,6037.0,2020-08-01,Los Angeles,10014009.0,1.9972021195507214e-05
6244,2020-08-22,Fresno,CA,"Fresno, CA",Fresno City Hall; Fresno County Courthouse,,"in support of police, God bless the police, for patriotism, more money for more police",2.0,policing; religion,500.0,500.0,500.0,2,36.737798,-119.787125,Fresno,Fresno,CA,6019.0,2020-08-01,Fresno,1008654.0,0.0004957101245818685
6245,2020-08-22,Lodi,CA,"Lodi, CA",downtown,,"in support of police, all lives matter, for President Trump, for patriotism",2.0,executive; policing; racism,250.0,250.0,250.0,2,38.134148,-121.272219,Lodi,San Joaquin,CA,6077.0,2020-08-01,San Joaquin,779233.0,0.0003208283016761354
6251,2020-08-22,Joliet,IL,"Joliet, IL",Joliet Police Department,,"in support of police, against anti-racism protests",2.0,policing; racism,10.0,10.0,10.0,1,41.525031,-88.081725,Joliet,Will,IL,17197.0,2020-08-01,Will,696355.0,1.4360491416016256e-05
6256,2020-08-22,Guntown,MI,"Guntown, MI",Manning Gardens,,"to inform people on the importance of county sheriffs and their constitutional rights, against tyranny",2.0,policing,100.0,100.0,100.0,2,34.44022,-88.657897,Guntown,Lee,MS,28081.0,2020-08-01,Lee,83343.0,0.0011998608161453272
6259,2020-08-22,New York,NY,"New York, NY","39th St & Greenpoint Ave, Queens; Sabba Park, Queens",,"in support of police, against defunding police",2.0,policing,100.0,100.0,100.0,2,40.712775,-74.005973,New York,,NY,36081.0,2020-08-01,Queens,2405464.0,4.157202103211688e-05
6262,2020-08-22,Wooster,OH,"Wooster, OH",Wayne County Fairgrounds,,"in support of police, for law and order",2.0,legislative; policing,150.0,150.0,150.0,2,40.805056,-81.935143,Wooster,Wayne,OH,39169.0,2020-08-01,Wayne,116894.0,0.001283213851865793
6264,2020-08-22,Portland,OR,"Portland, OR",Multnomah County Justice Center,,"in support of police, against Marxism, for white supremacy",2.0,democracy; policing; racism,300.0,300.0,300.0,2,45.505106,-122.675026,Portland,Multnomah,OR,41051.0,2020-08-01,Multnomah,815428.0,0.000367904952981747
6269,2020-08-22,Denton,TX,"Denton, TX",the Square,,"Back the Blue, for Republican candidates for office",2.0,policing,200.0,200.0,200.0,2,33.214841,-97.133068,Denton,Denton,TX,48121.0,2020-08-01,Denton,906422.0,0.00022064777774590644
6279,2020-08-23,Davenport,FL,"Davenport, FL",Gaines St & River Dr,,"in support of police, for President Trump, for patriotism",2.0,executive; policing,15.0,15.0,15.0,1,28.161405,-81.601742,Davenport,Polk,FL,12105.0,2020-08-01,Polk,725046.0,2.0688342532749647e-05
6284,2020-08-23,Robesonia,PA,"Robesonia, PA",,,in support of police,2.0,policing,200.0,200.0,200.0,2,40.351759,-76.134389,Robesonia,Berks,PA,42011.0,2020-08-01,Berks,428849.0,0.000466364617849173
6285,2020-08-23,Green Bay,WI,"Green Bay, WI",,,"in support of police, defend not defund, we vote Red, for President Trump",2.0,executive; policing,50.0,50.0,50.0,1,44.513319,-88.013296,Green Bay,Brown,WI,55009.0,2020-08-01,Brown,268740.0,0.00018605343454640173
6313,2020-08-26,New London,CT,"New London, CT",,,"for President Trump, against anti-racism protesters",2.0,executive; racism,3.0,3.0,3.0,1,41.355654,-72.099521,New London,New London,CT,9011.0,2020-08-01,New London,268555.0,1.1170896092048184e-05
6321,2020-08-26,Gresham,OR,"Gresham, OR",Gresham City Hall,,"in support of police, against anti-racism protesters",2.0,policing; racism,100.0,100.0,100.0,2,45.50985,-122.434761,Gresham,Multnomah,OR,41051.0,2020-08-01,Multnomah,815428.0,0.00012263498432724901
6328,2020-08-27,Gilbert,AZ,"Gilbert, AZ",Gilbert Rd & Warner Rd,,"in support of police, for President Trump",2.0,executive; policing,100.0,200.0,150.0,2,33.352826,-111.789027,Gilbert,Maricopa,AZ,4013.0,2020-08-01,Maricopa,4420568.0,3.39322910540003e-05
6345,2020-08-28,Denver,CO,"Denver, CO",Civic Center Park,,against Black Lives Matter,2.0,policing; racism,50.0,50.0,50.0,1,39.739236,-104.990251,Denver,Denver,CO,8031.0,2020-08-01,Denver,715522.0,6.987905333448867e-05
6360,2020-08-28,Buffalo,NY,"Buffalo, NY",Hertel Ave & Parkside Ave,,against anti-racism protesters,2.0,racism,2.0,2.0,2.0,1,42.886447,-78.878369,Buffalo,Erie,NY,36029.0,2020-08-01,Erie,954236.0,2.0959175717537382e-06
6361,2020-08-28,New York,NY,"New York, NY",NYPD 50th Precinct; Van Cortlandt Park,,"Blue Lives Matter, against radical left, for law and order",2.0,legislative; policing,200.0,200.0,200.0,2,40.712775,-74.005973,New York,,NY,36061.0,2020-08-01,New York,1694251.0,0.00011804626351113265
6368,2020-08-28,Columbia,SC,"Columbia, SC",office of U.S. Senator Lindsay Graham,,against anti-racism protesters,2.0,racism,5.0,10.0,8.0,1,34.00071,-81.034814,Columbia,Richland,SC,45079.0,2020-08-01,Richland,416147.0,1.9223976143045608e-05
6381,2020-08-29,Des Moines,IA,"Des Moines, IA",Iowa Capitol to Des Moines Police Department,,"Back the Blue, for President Trump",2.0,executive; policing,200.0,200.0,200.0,2,41.586835,-93.624959,Des Moines,Polk,IA,19153.0,2020-08-01,Polk,492401.0,0.0004061730175202731
6394,2020-08-29,Portland,OR,"Portland, OR",,,"for President Trump, All Lives Matter",2.0,executive; racism,1000.0,2000.0,1500.0,3,45.505106,-122.675026,Portland,Multnomah,OR,41051.0,2020-08-01,Multnomah,815428.0,0.001839524764908735
6402,2020-08-29,Austin,TX,"Austin, TX",Austin Police Department Headquarters,,"for police, for President Trump",2.0,executive; policing,15.0,25.0,20.0,1,30.267153,-97.743061,Austin,Travis,TX,48453.0,2020-08-01,Travis,1290188.0,1.5501616818634183e-05
6404,2020-08-29,Weatherford,TX,"Weatherford, TX",,,against removal of Confederate statue on Parker County courthouse lawn,2.0,legislative; racism,100.0,100.0,100.0,2,32.759296,-97.797254,Weatherford,Parker,TX,48367.0,2020-08-01,Parker,148222.0,0.0006746636801554425
6405,2020-08-29,Saint George,UT,"Saint George, UT",Washington County Administration Building,,"against Black Lives Matter, in support of police, for President Trump",2.0,executive; policing; racism,400.0,400.0,400.0,2,37.096528,-113.568416,St. George,Washington,UT,49053.0,2020-08-01,Washington,180279.0,0.0022187831084041956
6408,2020-08-29,Selah,WA,"Selah, WA",South First St,,"Back the Blue, All Lives Matter, Thin Blue Line, for President Trump",2.0,executive; policing; racism,200.0,200.0,200.0,2,46.654015,-120.530067,Selah,Yakima,WA,53077.0,2020-08-01,Yakima,256728.0,0.000779034620298526
6427,2020-08-30,Missoula,MT,"Missoula, MT",Missoula County Courthouse,,"Back the Blue, for President Trump",2.0,executive; policing,60.0,60.0,60.0,1,46.872128,-113.994031,Missoula,Missoula,MT,30063.0,2020-08-01,Missoula,117922.0,0.0005088109089058869
6428,2020-08-30,Whitefish,MT,"Whitefish, MT",Whitefish City Hall,,"for President Trump, against Black Lives Matter",2.0,executive; policing; racism,100.0,100.0,100.0,2,48.410637,-114.335265,Whitefish,Flathead,MT,30029.0,2020-08-01,Flathead,104357.0,0.0009582490872677443
6437,2020-08-30,Gainesville,TX,"Gainesville, TX",California St,,against removal of Confederate statue,2.0,racism,10.0,,10.0,1,33.625941,-97.133345,Gainesville,Cooke,TX,48097.0,2020-08-01,Cooke,41668.0,0.00023999232024575213
6439,2020-08-30,Port Townsend,WA,"Port Townsend, WA",HJ Caroll Park,,"in support of police, for President Trump, for Culp for governor",2.0,executive; policing,400.0,400.0,400.0,2,48.117039,-122.760447,Port Townsend,Jefferson,WA,53031.0,2020-08-01,Jefferson,32977.0,0.012129666130939746
6442,2020-08-30,Kenosha,WI,"Kenosha, WI",Civic Park,,"in support of police, for President Trump",2.0,executive; policing,24.0,24.0,24.0,1,42.584742,-87.821185,Kenosha,Kenosha,WI,55059.0,2020-08-01,Kenosha,169151.0,0.00014188506127661083
6476,2020-09-03,Gulfport,MS,"Gulfport, MS",Harrison County Courthouse,,against removal of Confederate statue,2.0,racism,5.0,10.0,8.0,1,30.36742,-89.092816,Gulfport,Harrison,MS,28047.0,2020-09-01,Harrison,208621.0,3.8347050392817595e-05
6493,2020-09-04,Everett,WA,"Everett, WA",Broadway,,Back the Blue,2.0,policing,3.0,3.0,3.0,1,47.978985,-122.20208,Everett,Snohomish,WA,53061.0,2020-09-01,Snohomish,827957.0,3.6233765763197846e-06
6516,2020-09-05,Louisville,KY,"Louisville, KY",Jefferson Square Park,,"against Black Lives Matter, for police",2.0,policing; racism,400.0,400.0,400.0,2,38.252665,-85.758456,Louisville,Jefferson,KY,21111.0,2020-09-01,Jefferson,782969.0,0.0005108759095187676
6518,2020-09-05,Pikeville,KY,"Pikeville, KY",Pikeville City Park,,in support of police,2.0,policing,24.0,24.0,24.0,1,37.479267,-82.518763,Pikeville,Pike,KY,21195.0,2020-09-01,Pike,58669.0,0.0004090746390768549
6521,2020-09-05,Baltimore,MD,"Baltimore, MD",outside the Planned Parenthood,,"against abortion rights, Black preborn lives matter",2.0,racism; reproductive rights,15.0,15.0,15.0,1,39.290385,-76.612189,Baltimore,,MD,24510.0,2020-09-01,"Baltimore city, Maryland",585708.0,2.5610030936917372e-05
6567,2020-09-07,Oregon City,OR,"Oregon City, OR",Clackamas Community College,,"for President Trump, for police, against Black Lives Matter",2.0,executive; policing; racism,1000.0,1000.0,1000.0,3,45.336447,-122.605042,Oregon City,Clackamas,OR,41005.0,2020-09-01,Clackamas,421401.0,0.0023730366088357646
6570,2020-09-07,Collierville,TN,"Collierville, TN",Town Square Park,,against removal of Confederate monument,2.0,racism,20.0,30.0,25.0,1,35.042036,-89.664527,Collierville,Shelby,TN,47157.0,2020-09-01,Shelby,929744.0,2.688912216696209e-05
6583,2020-09-09,Arlington,MA,"Arlington, MA",Arlington Town Hall,,"for police, Blue Lives Matter",2.0,policing,25.0,50.0,38.0,1,42.415393,-71.156473,Arlington,Middlesex,MA,25017.0,2020-09-01,Middlesex,1632002.0,2.328428519082697e-05
6594,2020-09-10,Arlington,MA,"Arlington, MA",Arlington Town Hall,,in support of the police,2.0,policing,100.0,100.0,100.0,2,42.415393,-71.156473,Arlington,Middlesex,MA,25017.0,2020-09-01,Middlesex,1632002.0,6.127443471270256e-05
6600,2020-09-10,Annville,PA,"Annville, PA",four corners of the town square,,"in support of police, against radical leftists",2.0,policing,100.0,100.0,100.0,2,40.329536,-76.515244,Annville,Lebanon,PA,42075.0,2020-09-01,Lebanon,143257.0,0.0006980461687736026
6604,2020-09-10,Stanardsville,VA,"Stanardsville, VA",Greene County District Courts,,"for police, for Bob Good for Congress, for President Trump, against Black Lives Matter",2.0,executive; legislative; policing; racism,25.0,25.0,25.0,1,38.297352,-78.44001,Stanardsville,Greene,VA,51079.0,2020-09-01,Greene,20552.0,0.0012164266251459713
6610,2020-09-11,Helena,MT,"Helena, MT",Montana State Capitol,,"against coronavirus mask mandates, for freedom, against tyranny, against communism, for President Trump, against pedophelia and sex trafficking, against reparations for Black Americans, against Sharia law",2.0,civil rights; covid; democracy; executive; legislative; racism; religion; sexual violence,50.0,100.0,75.0,1,46.589145,-112.039106,Helena,Lewis and Clark,MT,30049.0,2020-09-01,Lewis and Clark,70973.0,0.0010567398869992814
6612,2020-09-11,New Ipswich,NH,"New Ipswich, NH",downtown,,"for President Trump, in support of police",2.0,executive; policing,24.0,24.0,24.0,1,42.736231,-71.88085,New Ipswich,Hillsborough,NH,33011.0,2020-09-01,Hillsborough,422937.0,5.6746040190382965e-05
6620,2020-09-12,Sanford,FL,"Sanford, FL",Seminole County courthouse,,"in support of police, for patriotism",2.0,policing,100.0,100.0,100.0,2,28.802861,-81.269453,Sanford,Seminole,FL,12117.0,2020-09-01,Seminole,470856.0,0.00021237915626008802
6621,2020-09-12,Boise,ID,"Boise, ID",Veterans Memorial Park,,"against coronavirus mask mandates, for President Trump, in support of law enforcement",2.0,covid; executive; policing,24.0,24.0,24.0,1,43.615019,-116.202314,Boise,Ada,ID,16001.0,2020-09-01,Ada,494967.0,4.848808102358339e-05
6627,2020-09-12,Saint Paul,MN,"Saint Paul, MN",Minnesota State Capitol,,"for police, against the governor, for the Constitution, for freedom, against state coronavirus mandates",2.0,civil rights; covid; policing,100.0,300.0,200.0,2,44.953703,-93.089958,Saint Paul,Ramsey,MN,27123.0,2020-09-01,Ramsey,552352.0,0.00036208794391981924
6628,2020-09-12,Jersey City,NJ,"Jersey City, NJ",9/11 Memorial,,"against defunding police, against Black Lives Matter, against socialism",2.0,democracy; policing; racism,24.0,60.0,42.0,1,40.717754,-74.043143,Jersey City,Hudson,NJ,34017.0,2020-09-01,Hudson,724854.0,5.794270294431706e-05
6631,2020-09-12,Rio Rancho,NM,"Rio Rancho, NM",Southern Blvd and Hwy 528,,"for President Trump, Blue Lives Matter",2.0,executive; policing,30.0,40.0,35.0,1,35.232754,-106.663044,Rio Rancho,Sandoval,NM,35043.0,2020-09-01,Sandoval,148834.0,0.00023516132066597685
6638,2020-09-12,Tarrytown,NY,"Tarrytown, NY",on the waterfront,,"in support of police, for President Trump",2.0,executive; policing,200.0,200.0,200.0,2,41.076208,-73.858746,Tarrytown,Westchester,NY,36119.0,2020-09-01,Westchester,1004457.0,0.00019911255534084586
6642,2020-09-12,Elizabeth,PA,"Elizabeth, PA",,,against Black Lives Matter protesters,2.0,policing; racism,10.0,15.0,12.0,1,40.269237,-79.889771,Elizabeth,Allegheny,PA,42003.0,2020-09-01,Allegheny,1250578.0,9.595563011663407e-06
6645,2020-09-12,Anderson,SC,"Anderson, SC",Civic Center,,"in support of police, against the radical left, for President Trump",2.0,executive; policing,200.0,200.0,200.0,2,34.503439,-82.650133,Anderson,Anderson,SC,45007.0,2020-09-01,Anderson,203718.0,0.0009817492808686518
6650,2020-09-12,Kingwood,WV,"Kingwood, WV",Preston County Courthouse,,"against Black Lives Matter, for police",2.0,policing; racism,60.0,75.0,68.0,1,39.472017,-79.687309,Kingwood,Preston,WV,54077.0,2020-09-01,Preston,34216.0,0.00198737432779986
6653,2020-09-13,Westminster,CO,"Westminster, CO",The Orchards Mall; McKay Lake,,"against Black Lives Matter protesters, for President Trump, for patriotism",2.0,executive; policing; racism,5.0,5.0,5.0,1,39.836653,-105.037205,Westminster,Adams,CO,8001.0,2020-09-01,Adams,519572.0,9.623305335930343e-06
6655,2020-09-13,Taunton,MA,"Taunton, MA",Taunton Green,,in support of police,2.0,policing,20.0,20.0,20.0,1,41.900101,-71.089767,Taunton,Bristol,MA,25005.0,2020-09-01,Bristol,579200.0,3.4530386740331494e-05
6660,2020-09-13,Johnson City,TN,"Johnson City, TN",,,"against Black Lives Matter protesters, in support of police",2.0,policing; racism,3.0,3.0,3.0,1,36.31344,-82.353473,Johnson City,Washington,TN,47179.0,2020-09-01,Washington,133001.0,2.255622138179412e-05
6661,2020-09-13,Jackson,WY,"Jackson, WY",Town Square,,"in support of police, for President Trump",2.0,executive; policing,24.0,24.0,24.0,1,43.479929,-110.762428,Jackson,Teton,WY,56039.0,2020-09-01,Teton,23331.0,0.0010286742960010286
6662,2020-09-14,Parsippany,NJ,"Parsippany, NJ",Veterans Memorial Park; Smith Field Park; Route 46,,"for President Trump, against socialism, in support of police",2.0,democracy; executive; policing,200.0,300.0,250.0,2,40.865287,-74.417388,Parsippany-Troy Hills,Morris,NJ,34027.0,2020-09-01,Morris,509285.0,0.0004908842789400826
6677,2020-09-16,Chicago,IL,"Chicago, IL",Jefferson Park,,"in support of police, we love cops, for President Trump",2.0,executive; policing,200.0,600.0,400.0,2,41.878114,-87.629798,Chicago,Cook,IL,17031.0,2020-09-01,Cook,5275541.0,7.582160767966736e-05
6682,2020-09-16,West Valley City,UT,"West Valley City, UT",West Valley City Police Department,,against Black Lives Matter protesters,2.0,policing; racism,5.0,20.0,12.0,1,40.691613,-112.00105,West Valley City,Salt Lake,UT,49035.0,2020-09-01,Salt Lake,1185238.0,1.0124548824792995e-05
6689,2020-09-17,Moorhead,MN,"Moorhead, MN",Moorhead Center Mall,,"in support of police, defend the police, for the silent majority",2.0,policing,20.0,40.0,30.0,1,46.873765,-96.767804,Moorhead,Clay,MN,27027.0,2020-09-01,Clay,65318.0,0.00045929146636455496
6692,2020-09-17,Saint Charles,MO,"Saint Charles, MO",,,"against Black Lives Matter, in support of police",2.0,policing; racism,10.0,20.0,15.0,1,38.788106,-90.497436,Saint Charles,St. Charles,MO,29183.0,2020-09-01,St. Charles,405262.0,3.701309276468063e-05
6703,2020-09-19,Milpitas,CA,"Milpitas, CA",,,"against Proposition 16, against affirmative action",2.0,racism,200.0,200.0,200.0,2,37.432334,-121.899574,Milpitas,Santa Clara,CA,6085.0,2020-09-01,Santa Clara,1936259.0,0.0001032919666222339
6710,2020-09-19,Loves Park,IL,"Loves Park, IL",Loves Park City Hall,,"in support of police, for President Trump",2.0,executive; policing,100.0,200.0,150.0,2,42.320019,-89.058162,Loves Park,Winnebago,IL,17201.0,2020-09-01,Winnebago,285350.0,0.0005256702295426669
6713,2020-09-19,Jeffersontown,KY,"Jeffersontown, KY",Veteran's Park,,"in support of police, for President Trump, for Second Amendment rights, for patriotism",2.0,executive; guns; policing,36.0,36.0,36.0,1,38.194236,-85.564403,Jeffersontown,Jefferson,KY,21111.0,2020-09-01,Jefferson,782969.0,4.597883185668909e-05
6717,2020-09-19,Denville,NJ,"Denville, NJ",West Main St and Diamond Spring Rd,,"in support of police, back the blue vote red",2.0,policing,100.0,100.0,100.0,2,40.892321,-74.477378,Denville,Morris,NJ,34027.0,2020-09-01,Morris,509285.0,0.00019635371157603306
6723,2020-09-19,Elizabethton,TN,"Elizabethton, TN",Carter County Sheriff's Office,,"in support of police, all lives matter",2.0,policing; racism,30.0,40.0,35.0,1,36.34872,-82.210688,Elizabethton,Carter,TN,47019.0,2020-09-01,Carter,56356.0,0.0006210518844488608
6725,2020-09-19,Copperas,TX,"Copperas, TX",Copperas Cove Police Department,,in support of police,2.0,policing,50.0,100.0,75.0,1,31.124062,-97.903078,Copperas Cove,Coryell,TX,48099.0,2020-09-01,Coryell,83093.0,0.000902603107361631
6732,2020-09-20,Whitman,MA,"Whitman, MA",Whitman VFW post 697,,"in support of police, for law and order",2.0,legislative; policing,1000.0,1000.0,1000.0,3,42.080656,-70.935599,Whitman,Plymouth,MA,25023.0,2020-09-01,Plymouth,530819.0,0.0018838813230121756
6734,2020-09-20,Ithaca,NY,"Ithaca, NY",Ithaca Police Department,,in support of police,2.0,policing,200.0,200.0,200.0,2,42.443961,-76.501881,Ithaca,Tompkins,NY,36109.0,2020-09-01,Tompkins,105740.0,0.0018914318138831096
6736,2020-09-20,Oklahoma City,OK,"Oklahoma City, OK",Mesta Park,,"for President Trump, for Second Amendment rights, for police",2.0,executive; guns; policing,36.0,36.0,36.0,1,35.46756,-97.516428,Oklahoma City,Oklahoma,OK,40109.0,2020-09-01,Oklahoma,796292.0,4.520954624685417e-05
6738,2020-09-20,Milton,PA,"Milton, PA",Milton Police Department,,"in support of police, for President Trump",2.0,executive; policing,3.0,3.0,3.0,1,41.01203,-76.847741,Milton,Northumberland,PA,42097.0,2020-09-01,Northumberland,91647.0,3.2734295721627547e-05
6741,2020-09-20,Charleston,SC,"Charleston, SC",Charleston Battery,,against removal of Confederate monument,2.0,racism,4.0,4.0,4.0,1,32.776475,-79.931051,Charleston,Charleston,SC,45019.0,2020-09-01,Charleston,408235.0,9.798277952649822e-06
6742,2020-09-20,Waco,TX,"Waco, TX",,,in support of police,2.0,policing,24.0,24.0,24.0,1,31.549333,-97.14667,Waco,McLennan,TX,48309.0,2020-09-01,McLennan,260579.0,9.210258693141044e-05
6771,2020-09-23,Tallahassee,FL,"Tallahassee, FL",Governor's Mansion,,"for President Trump, for Governor DeSantis, in support of police",2.0,executive; policing,7.0,7.0,7.0,1,30.438256,-84.280733,Tallahassee,Leon,FL,12073.0,2020-09-01,Leon,292198.0,2.3956358359742365e-05
6809,2020-09-23,Bend,OR,"Bend, OR",NW Greenwood Ave and Wall St,,against Black Lives Matter protest,2.0,policing; racism,1.0,1.0,1.0,1,44.058173,-121.31531,Bend,Deschutes,OR,41017.0,2020-09-01,Deschutes,198253.0,5.044059862902453e-06
6838,2020-09-24,Louisville,KY,"Louisville, KY",Shell gas station,,"against Black Lives Matter protest, for protection of property",2.0,policing; racism,15.0,20.0,18.0,1,38.252665,-85.758456,Louisville,Jefferson,KY,21111.0,2020-09-01,Jefferson,782969.0,2.2989415928344544e-05
6860,2020-09-25,Bakersfield,CA,"Bakersfield, CA",Bakersfield Police Department,,"against Black Lives Matter, for President Trump",2.0,executive; policing; racism,30.0,40.0,35.0,1,35.373292,-119.018713,Bakersfield,Kern,CA,6029.0,2020-09-01,Kern,909235.0,3.8493898717053345e-05
6868,2020-09-25,San Luis Obispo,CA,"San Luis Obispo, CA",,,"against Black Lives Matter, for police",2.0,policing; racism,3.0,3.0,3.0,1,35.282752,-120.659616,San Luis Obispo,San Luis Obispo,CA,6079.0,2020-09-01,San Luis Obispo,282424.0,1.0622326714443532e-05
6873,2020-09-25,Iowa City,IA,"Iowa City, IA",College Green Park,,"in support of police, for patriotism",2.0,policing,24.0,24.0,24.0,1,41.661128,-91.530168,Iowa City,Johnson,IA,19103.0,2020-09-01,Johnson,152854.0,0.0001570125740903084
